Configuration	Term	J	Level (Ry)	Uncertainty (Ry)	Lande	Leading percentages	Reference
"3d6.(3G).4p"	"x 4G*"	"11/2"	" 0.59760952"	"0.00000003"	""	"  83                                  :     7  3d6.(3G).4p             2H*   "	"L18349,L18361c138"
"3d6.(3G).4p"	"x 4G*"	"9/2"	" 0.59866648"	"0.00000003"	""	"  55                                  :    32  3d6.(3G).4p             4F*   "	"L18349,L18361c138"
"3d6.(3G).4p"	"x 4G*"	"7/2"	" 0.60081074"	"0.00000003"	"1.00"	"  76                                  :    11  3d6.(3G).4p             4F*   "	"L18349,L18361c138"
"3d6.(3G).4p"	"x 4F*"	"9/2"	" 0.60155267"	"0.00000003"	""	"  52                                  :    34  3d6.(3G).4p             4G*   "	"L18349,L18361c138"
"3d6.(3G).4p"	"x 4G*"	"5/2"	" 0.60214952"	"0.00000003"	"0.62"	"  83                                  :     4  3d6.(3F2).4p            4G*   "	"L18349,L18361c138"
"3d6.(3P2).4p"	"z 2S*"	"1/2"	" 0.60370209"	"0.00000003"	""	"  58                                  :    31  3d6.(3P1).4p            2S*   "	"L18349,L18361c138"
"3d6.(3G).4p"	"x 4F*"	"7/2"	" 0.60487460"	"0.00000003"	"1.21"	"  71                                  :    13  3d6.(3G).4p             4G*   "	"L18349,L18361c138"
"3d6.(3G).4p"	"y 4H*"	"13/2"	" 0.60518805"	"0.00000003"	""	"  90                                  :     8  3d6.(3H).4p             4H*   "	"L18349,L18361c138"
"3d6.(3G).4p"	"y 4H*"	"11/2"	" 0.60566036"	"0.00000003"	"1.13"	"  77                                  :     7  3d6.(3H).4p             2H*   "	"L18349,L18361c138"
"3d6.(3G).4p"	"x 4F*"	"5/2"	" 0.60619589"	"0.00000003"	"1.02"	"  62                                  :    13  3d6.(3F2).4p            2D*   "	"L18349,L18361c138"
"3d6.(3G).4p"	"y 4H*"	"9/2"	" 0.60680400"	"0.00000003"	"0.959"	"  83                                  :     8  3d6.(3H).4p             4H*   "	"L18349,L18361c138"
"3d6.(3G).4p"	"x 4F*"	"3/2"	" 0.60701921"	"0.00000003"	""	"  62                                  :    17  3d6.(3F2).4p            2D*   "	"L18349,L18361c138"
"3d6.(3G).4p"	"y 4H*"	"7/2"	" 0.60756303"	"0.00000003"	"0.69"	"  86                                  :    10  3d6.(3H).4p             4H*   "	"L18349,L18361c138"
"3d6.(3F2).4p"	"y 2D*"	"5/2"	" 0.61055375"	"0.00000003"	"1.16"	"  59                                  :    15  3d6.(3G).4p             4F*   "	"L18349,L18361c138"
"3d6.(3F2).4p"	"y 2D*"	"3/2"	" 0.61304427"	"0.00000003"	"0.719"	"  54                                  :    19  3d6.(3G).4p             4F*   "	"L18349,L18361c138"
"3d6.(3G).4p"	"y 2H*"	"11/2"	" 0.61525405"	"0.00000003"	"1.07"	"  57                                  :    26  3d6.(3H).4p             2H*   "	"L18349,L18361c138"
"3d6.(3G).4p"	"y 2H*"	"9/2"	" 0.61966875"	"0.00000003"	"0.907"	"  62                                  :    26  3d6.(3H).4p             2H*   "	"L18349,L18361c138"
"3d5.(6S).4s.4p.(3P*)"	"x 4P*"	"5/2"	" 0.62970765"	"0.00000003"	""	"  96  3d5.4s.(5S).4p 4P*                                                     "	"L18349,L18361c138"
"3d5.(6S).4s.4p.(3P*)"	"x 4P*"	"3/2"	" 0.63152708"	"0.00000004"	""	"  96  3d5.4s.(5S).4p 4P*                                                     "	"L18349,L18361c138"
"3d5.(6S).4s.4p.(3P*)"	"x 4P*"	"1/2"	" 0.63266550"	"0.00000004"	""	"  96  3d5.4s.(5S).4p 4P*                                                     "	"L18349,L18361c138"
"3d6.(3G).4p"	"y 2F*"	"7/2"	" 0.63430171"	"0.00000003"	"1.13"	"  66                                  :    11  3d6.(3F2).4p            2F*   "	"L18349,L18361c138"
"3d6.(3G).4p"	"y 2F*"	"5/2"	" 0.63470188"	"0.00000003"	"0.857"	"  67                                  :     9  3d6.(3D).4p             2F*   "	"L18349,L18361c138"
"3d6.(3G).4p"	"x 2G*"	"9/2"	" 0.64075400"	"0.00000003"	"1.11"	"  79                                  :    17  3d6.(3H).4p             2G*   "	"L18349,L18361c138"
"3d6.(3G).4p"	"x 2G*"	"7/2"	" 0.64265919"	"0.00000003"	"0.87"	"  73                                  :    13  3d6.(3H).4p             2G*   "	"L18349,L18361c138"
"3d6.(1I).4p"	"z 2K*"	"13/2"	" 0.64687811"	"0.00000004"	""	"  99                                                                         "	"L18349,L18361c138"
"3d6.(1I).4p"	"z 2K*"	"15/2"	" 0.65094257"	"0.00000003"	"1.05"	"  99                                                                         "	"L18349,L18361c138"
"3d6.(3D).4p"	"w 4P*"	"5/2"	" 0.65579105"	"0.00000003"	""	"  86                                  :     6  3d6.(3D).4p             4D*   "	"L18349,L18361c138"
"3d6.(3D).4p"	"w 4P*"	"3/2"	" 0.65650467"	"0.00000004"	"1.66"	"  67                                  :    15  3d6.(3D).4p             4D*   "	"L18349,L18361c138"
"3d6.(1G2).4p"	"x 2H*"	"9/2"	" 0.65730034"	"0.00000003"	"0.91"	"  47                                  :    22  3d6.(1I).4p             2H*   "	"L18349,L18361c138"
"3d6.(3D).4p"	"w 4F*"	"3/2"	" 0.65765235"	"0.00000003"	""	"  76                                  :    10  3d6.(3G).4p             4F*   "	"L18349,L18361c138"
"3d6.(3D).4p"	"w 4P*"	"1/2"	" 0.65805317"	"0.00000004"	""	"  57                                  :    30  3d6.(3D).4p             4D*   "	"L18349,L18361c138"
"3d6.(3D).4p"	"w 4F*"	"5/2"	" 0.65828623"	"0.00000003"	""	"  75                                  :    10  3d6.(3G).4p             4F*   "	"L18349,L18361c138"
"3d6.(1G2).4p"	"x 2H*"	"11/2"	" 0.65849745"	"0.00000003"	"1.08"	"  44  3d6.(1I).4p 2H*                 :    35  3d6.(1G2).4p            2H*   "	"L18349,L18361c138"
"3d6.(3D).4p"	"w 4F*"	"7/2"	" 0.65932036"	"0.00000003"	""	"  64                                  :    10  3d6.(3D).4p             4D*   "	"L18349,L18361c138"
"3d6.(3D).4p"	"w 4D*"	"1/2"	" 0.66002776"	"0.00000005"	""	"  51                                  :    35  3d6.(3D).4p             4P*   "	"L18349,L18361c138"
"3d6.(3D).4p"	"w 4D*"	"3/2"	" 0.66089243"	"0.00000003"	""	"  69                                  :    16  3d6.(3D).4p             4P*   "	"L18349,L18361c138"
"3d6.(3D).4p"	"w 4D*"	"5/2"	" 0.66175757"	"0.00000003"	""	"  77                                  :     7  3d6.(3D).4p             4F*   "	"L18349,L18361c138"
"3d6.(3D).4p"	"w 4F*"	"9/2"	" 0.66204187"	"0.00000003"	""	"  87                                  :     8  3d6.(3G).4p             4F*   "	"L18349,L18361c138"
"3d6.(3D).4p"	"w 4D*"	"7/2"	" 0.66205295"	"0.00000003"	""	"  55                                  :    19  3d6.(3D).4p             4F*   "	"L18349,L18361c138"
"3d6.(1G2).4p"	"x 2F*"	"7/2"	" 0.66537243"	"0.00000003"	""	"  25                                  :    23  3d6.(3D).4p             4D*   "	"L18349,L18361c138"
"3d6.(1G2).4p"	"x 2F*"	"5/2"	" 0.66572535"	"0.00000003"	""	"  36  3d6.(3D).4p 2F*                 :    29  3d6.(1G2).4p            2F*   "	"L18349,L18361c138"
"3d6.(1G2).4p"	"w 2G*"	"9/2"	" 0.66605994"	"0.00000003"	""	"  57                                  :    26  3d6.(1G1).4p            2G*   "	"L18349,L18361c138"
"3d6.(1G2).4p"	"w 2G*"	"7/2"	" 0.66653121"	"0.00000003"	"0.91"	"  58                                  :    27  3d6.(1G1).4p            2G*   "	"L18349,L18361c138"
"3d6.(3D).4p"	"y 2P*"	"1/2"	" 0.66693191"	"0.00000004"	""	"  73                                  :    11  3d6.(1S2).4p            2P*   "	"L18349,L18361c138"
"3d6.(3D).4p"	"y 2P*"	"3/2"	" 0.66694828"	"0.00000003"	""	"  77                                  :     9  3d6.(1S2).4p            2P*   "	"L18349,L18361c138"
"3d5.4s2"	"4F"	"9/2"	" 0.66881325"	"0.00000003"	""	"  96                                  :     2  3d5.(4F).4p2            4F    "	"L18349,L18361c138"
"3d5.4s2"	"4F"	"5/2"	" 0.66883202"	"0.00000003"	""	"  79                                  :    17  3d5.4s2                 2F1   "	"L18349,L18361c138"
"3d5.4s2"	"4F"	"7/2"	" 0.66971064"	"0.00000003"	""	"  87                                  :    10  3d5.4s2                 2F1   "	"L18349,L18361c138"
"3d6.(1I).4p"	"w 2H*"	"11/2"	" 0.67072478"	"0.00000004"	""	"  36                                  :    27  3d6.(1G2).4p            2H*   "	"L18349,L18361c138"
"3d5.4s2"	"4F"	"3/2"	" 0.67103232"	"0.00000003"	""	"  89                                  :     7  3d5.4s2                 2D3   "	"L18349,L18361c138"
"3d6.(1I).4p"	"w 2H*"	"9/2"	" 0.67207108"	"0.00000004"	""	"  64                                  :    12  3d6.(1G1).4p            2H*   "	"L18349,L18361c138"
"3d6.(1I).4p"	"y 2I*"	"13/2"	" 0.67403547"	"0.00000003"	""	"  97                                                                         "	"L18349,L18361c138"
"3d6.(1I).4p"	"y 2I*"	"11/2"	" 0.67406206"	"0.00000004"	""	"  88                                  :     7  3d6.(1I).4p             2H*   "	"L18349,L18361c138"
"3d6.(3D).4p"	"x 2D*"	"3/2"	" 0.67887657"	"0.00000004"	""	"  90                                  :     3  3d6.(1F).4p             2D*   "	"L18349,L18361c138"
"3d6.(3D).4p"	"x 2D*"	"5/2"	" 0.67986777"	"0.00000004"	""	"  91                                  :     2  3d6.(1F).4p             2D*   "	"L18349,L18361c138"
"3d6.(3D).4p"	"w 2F*"	"7/2"	" 0.68892609"	"0.00000004"	"1.125"	"  56                                  :    16  3d6.(1G2).4p            2F*   "	"L18349,L18361c138"
"3d6.(3D).4p"	"w 2F*"	"5/2"	" 0.69178911"	"0.00000003"	"0.844"	"  49                                  :    22  3d6.(1G2).4p            2F*   "	"L18349,L18361c138"
"3d6.(1S2).4p"	"x 2P*"	"3/2"	" 0.69374273"	"0.00000004"	"1.34"	"  37  3d6.(1D2).4p 2P*                :    30  3d6.(1S2).4p            2P*   "	"L18349,L18361c138"
"3d6.(1S2).4p"	"x 2P*"	"1/2"	" 0.69782494"	"0.00000003"	""	"  31                                  :    30  3d6.(1D2).4p            2P*   "	"L18349,L18361c138"
"3d6.(1D2).4p"	"v 2F*"	"5/2"	" 0.70844394"	"0.00000004"	""	"  60                                  :    17  3d6.(1D1).4p            2F*   "	"L18349,L18361c138"
"3d6.(5D).5s"	"e 6D"	"9/2"	" 0.70952756"	"0.00000003"	""	" 100                                                                         "	"L18349,L18361c138"
"3d6.(1D2).4p"	"v 2F*"	"7/2"	" 0.71204042"	"0.00000004"	"1.13"	"  64                                  :    18  3d6.(1D1).4p            2F*   "	"L18349,L18361c138"
"3d5.4s2"	"2G2"	"7/2"	" 0.71247418"	"0.00000004"	""	"  97                                  :     2  3d5.(2G2).4p2           2G    "	"L18349,L18361c138"
"3d6.(5D).5s"	"e 6D"	"7/2"	" 0.71295446"	"0.00000003"	""	"  99                                                                         "	"L18349,L18361c138"
"3d6.(1D2).4p"	"w 2D*"	"3/2"	" 0.71522748"	"0.00000005"	""	"  71                                  :    17  3d6.(1D1).4p            2D*   "	"L18349,L18361c138"
"3d6.(5D).5s"	"e 6D"	"5/2"	" 0.71557648"	"0.00000003"	""	"  99                                                                         "	"L18349,L18361c138"
"3d5.4s2"	"2G2"	"9/2"	" 0.71604871"	"0.00000003"	""	"  73                                  :    24  3d5.4s2                 2H    "	"L18349,L18361c138"
"3d6.(1D2).4p"	"w 2D*"	"5/2"	" 0.71708388"	"0.00000004"	""	"  68                                  :    16  3d6.(1D1).4p            2D*   "	"L18349,L18361c138"
"3d6.(5D).5s"	"e 6D"	"3/2"	" 0.71740248"	"0.00000003"	""	"  99                                                                         "	"L18349,L18361c138"
"3d6.(1D2).4p"	"w 2P*"	"1/2"	" 0.71846000"	"0.00000007"	""	"  39                                  :    28  3d6.(1S2).4p            2P*   "	"L18349,L18361c138"
"3d6.(5D).5s"	"e 6D"	"1/2"	" 0.71847968"	"0.00000003"	""	" 100                                                                         "	"L18349,L18361c138"
"3d6.(1D2).4p"	"w 2P*"	"3/2"	" 0.72211956"	"0.00000003"	""	"  32  3d6.(1S2).4p 2P*                :    30  3d6.(1D2).4p            2P*   "	"L18349,L18361c138"
"3d5.(6S).4s.4p.(1P*)"	"x 6P*"	"3/2"	" 0.72214201"	"0.00000004"	""	"  50  3d5.4s.(5S).4p 6P*              :    42  3d5.4s.(7S).4p          6P*   "	"L18349,L18361c138"
